127.0.0.1:59398|2021-12-09T11:21:59.8448774+02:00|0.871500|2021-12-09T11:21:59.8486267+02:00
127.0.0.1:59400|2021-12-09T11:21:59.8845356+02:00|0.871500|2021-12-09T11:21:59.8958890+02:00
127.0.0.1:59401|2021-12-09T11:21:59.9106518+02:00|0.871500|2021-12-09T11:21:59.9122851+02:00
127.0.0.1:59403|2021-12-09T11:21:59.9339451+02:00|0.871500|2021-12-09T11:21:59.9366484+02:00
127.0.0.1:59404|2021-12-09T11:21:59.9496519+02:00|0.871500|2021-12-09T11:21:59.9527405+02:00
127.0.0.1:59405|2021-12-09T11:21:59.9796288+02:00|0.871500|2021-12-09T11:21:59.9966614+02:00
127.0.0.1:59406|2021-12-09T11:22:00.0424881+02:00|0.871500|2021-12-09T11:22:00.0471745+02:00
127.0.0.1:59407|2021-12-09T11:22:00.0899418+02:00|0.871500|2021-12-09T11:22:00.0962110+02:00
127.0.0.1:59408|2021-12-09T11:22:00.1338150+02:00|0.871500|2021-12-09T11:22:00.1468191+02:00
127.0.0.1:59409|2021-12-09T11:22:00.1854834+02:00|0.871500|2021-12-09T11:22:00.2008607+02:00
127.0.0.1:59410|2021-12-09T11:22:00.2296236+02:00|0.871500|2021-12-09T11:22:00.2521604+02:00
127.0.0.1:59411|2021-12-09T11:22:00.3177801+02:00|0.871500|2021-12-09T11:22:00.3272488+02:00
127.0.0.1:59412|2021-12-09T11:22:00.3559574+02:00|0.871500|2021-12-09T11:22:00.3613355+02:00
127.0.0.1:59413|2021-12-09T11:22:00.4232375+02:00|0.871500|2021-12-09T11:22:00.4309758+02:00
127.0.0.1:59414|2021-12-09T11:22:00.4758859+02:00|0.871500|2021-12-09T11:22:00.4835764+02:00
127.0.0.1:59415|2021-12-09T11:22:00.5490363+02:00|0.871500|2021-12-09T11:22:00.5727367+02:00
127.0.0.1:59416|2021-12-09T11:22:00.6474406+02:00|0.871500|2021-12-09T11:22:00.6666349+02:00
127.0.0.1:59417|2021-12-09T11:22:00.6948719+02:00|0.871500|2021-12-09T11:22:00.7178743+02:00
127.0.0.1:59418|2021-12-09T11:22:00.7561220+02:00|0.871500|2021-12-09T11:22:00.7601407+02:00
127.0.0.1:59419|2021-12-09T11:22:00.7997124+02:00|0.871500|2021-12-09T11:22:00.8194745+02:00
127.0.0.1:59420|2021-12-09T11:22:00.8429291+02:00|0.871500|2021-12-09T11:22:00.8494756+02:00
127.0.0.1:59421|2021-12-09T11:22:00.8839419+02:00|0.871500|2021-12-09T11:22:00.8997605+02:00
127.0.0.1:59399|2021-12-09T11:21:59.8778623+02:00|0.871500|2021-12-09T11:22:00.9594986+02:00
127.0.0.1:59395|2021-12-09T11:21:59.8182292+02:00|0.871500|2021-12-09T11:22:00.9612040+02:00
127.0.0.1:59397|2021-12-09T11:21:59.8400688+02:00|0.871500|2021-12-09T11:22:00.9671184+02:00
127.0.0.1:59402|2021-12-09T11:21:59.9244890+02:00|0.871500|2021-12-09T11:22:00.9687774+02:00
127.0.0.1:59425|2021-12-09T11:24:48.7657118+02:00|0.871500|2021-12-09T11:24:48.7716227+02:00
127.0.0.1:59428|2021-12-09T11:24:48.7863580+02:00|0.871500|2021-12-09T11:24:48.7882131+02:00
127.0.0.1:59429|2021-12-09T11:24:48.7961236+02:00|0.871500|2021-12-09T11:24:48.7972643+02:00
127.0.0.1:59427|2021-12-09T11:24:48.7780456+02:00|0.871500|2021-12-09T11:24:48.8189428+02:00
127.0.0.1:59430|2021-12-09T11:24:48.8337819+02:00|0.871500|2021-12-09T11:24:48.8345561+02:00
127.0.0.1:59432|2021-12-09T11:24:48.8688545+02:00|0.871500|2021-12-09T11:24:48.8839727+02:00
127.0.0.1:59424|2021-12-09T11:24:48.7629355+02:00|0.871500|2021-12-09T11:24:48.9185758+02:00
127.0.0.1:59433|2021-12-09T11:24:48.9686863+02:00|0.871500|2021-12-09T11:24:48.9769493+02:00
127.0.0.1:59434|2021-12-09T11:24:49.0010282+02:00|0.871500|2021-12-09T11:24:49.0125884+02:00
127.0.0.1:59435|2021-12-09T11:24:49.0435607+02:00|0.871500|2021-12-09T11:24:49.0481525+02:00
127.0.0.1:59437|2021-12-09T11:24:49.1125581+02:00|0.871500|2021-12-09T11:24:49.1172650+02:00
127.0.0.1:59438|2021-12-09T11:24:49.1406618+02:00|0.871500|2021-12-09T11:24:49.1462280+02:00
127.0.0.1:59439|2021-12-09T11:24:49.1846275+02:00|0.871500|2021-12-09T11:24:49.1968610+02:00
127.0.0.1:59440|2021-12-09T11:24:49.2146255+02:00|0.871500|2021-12-09T11:24:49.2250054+02:00
127.0.0.1:59431|2021-12-09T11:24:48.8441475+02:00|0.871500|2021-12-09T11:24:49.2467094+02:00
127.0.0.1:59441|2021-12-09T11:24:49.2819963+02:00|0.871500|2021-12-09T11:24:49.2940818+02:00
127.0.0.1:59442|2021-12-09T11:24:49.3240746+02:00|0.871500|2021-12-09T11:24:49.3288499+02:00
127.0.0.1:59426|2021-12-09T11:24:48.7724470+02:00|0.871500|2021-12-09T11:24:49.3663987+02:00
127.0.0.1:59444|2021-12-09T11:24:49.4141673+02:00|0.871500|2021-12-09T11:24:49.4185006+02:00
127.0.0.1:59446|2021-12-09T11:24:49.4635722+02:00|0.871500|2021-12-09T11:24:49.4800090+02:00
127.0.0.1:59422|2021-12-09T11:24:48.7515425+02:00|0.871500|2021-12-09T11:24:49.5024354+02:00
127.0.0.1:59443|2021-12-09T11:24:49.3523602+02:00|0.871500|2021-12-09T11:24:49.5042759+02:00
127.0.0.1:59445|2021-12-09T11:24:49.4429265+02:00|0.871500|2021-12-09T11:24:49.5098202+02:00
127.0.0.1:59436|2021-12-09T11:24:49.0806030+02:00|0.871500|2021-12-09T11:24:49.5107797+02:00
127.0.0.1:59466|2021-12-09T11:28:37.4746608+02:00|0.871500|2021-12-09T11:28:37.4784083+02:00
127.0.0.1:59468|2021-12-09T11:28:37.4845303+02:00|0.871500|2021-12-09T11:28:37.4883881+02:00
127.0.0.1:59471|2021-12-09T11:28:37.5710178+02:00|0.871500|2021-12-09T11:28:37.5728677+02:00
127.0.0.1:59470|2021-12-09T11:28:37.5365876+02:00|0.871500|2021-12-09T11:28:37.5886752+02:00
127.0.0.1:59473|2021-12-09T11:28:37.6558562+02:00|0.871500|2021-12-09T11:28:37.6664989+02:00
127.0.0.1:59474|2021-12-09T11:28:37.7021171+02:00|0.871500|2021-12-09T11:28:37.7196371+02:00
127.0.0.1:59469|2021-12-09T11:28:37.4974554+02:00|0.871500|2021-12-09T11:28:37.7576557+02:00
127.0.0.1:59476|2021-12-09T11:28:37.8663074+02:00|0.871500|2021-12-09T11:28:37.8717752+02:00
127.0.0.1:59477|2021-12-09T11:28:37.9129309+02:00|0.871500|2021-12-09T11:28:37.9350988+02:00
127.0.0.1:59478|2021-12-09T11:28:37.9573459+02:00|0.871500|2021-12-09T11:28:37.9683508+02:00
127.0.0.1:59472|2021-12-09T11:28:37.6378799+02:00|0.871500|2021-12-09T11:28:38.0269576+02:00
127.0.0.1:59479|2021-12-09T11:28:38.0551168+02:00|0.871500|2021-12-09T11:28:38.0617741+02:00
127.0.0.1:59481|2021-12-09T11:28:38.1726791+02:00|0.871500|2021-12-09T11:28:38.1879439+02:00
127.0.0.1:59482|2021-12-09T11:28:38.2062028+02:00|0.871500|2021-12-09T11:28:38.2108207+02:00
127.0.0.1:59483|2021-12-09T11:28:38.2483634+02:00|0.871500|2021-12-09T11:28:38.2512532+02:00
127.0.0.1:59484|2021-12-09T11:28:38.2856105+02:00|0.871500|2021-12-09T11:28:38.2971147+02:00
127.0.0.1:59485|2021-12-09T11:28:38.3165752+02:00|0.871500|2021-12-09T11:28:38.3353265+02:00
